quarter,stock,date,open,high,low,close,volume,percent_change_price,percent_change_volume_over_last_wk,previous_weeks_volume,next_weeks_open,next_weeks_close,percent_change_next_weeks_price,days_to_next_dividend,percent_return_next_dividend
'\'(-inf-1.1]\'',IBM,2/18/2011,'\'(155.958-inf)\'','\'(157.28-inf)\'','\'(152.078-inf)\'','\'(154.574-inf)\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(155.951-inf)\'','\'(158.138-inf)\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.454987
'\'(-inf-1.1]\'',IBM,2/25/2011,'\'(155.958-inf)\'','\'(157.28-inf)\'','\'(152.078-inf)\'','\'(154.574-inf)\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(155.951-inf)\'','\'(158.138-inf)\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.462164
'\'(-inf-1.1]\'',IBM,3/4/2011,'\'(155.958-inf)\'','\'(157.28-inf)\'','\'(152.078-inf)\'','\'(154.574-inf)\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(155.951-inf)\'','\'(158.138-inf)\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.463449
'\'(-inf-1.1]\'',IBM,3/11/2011,'\'(155.958-inf)\'','\'(157.28-inf)\'','\'(152.078-inf)\'','\'(154.574-inf)\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(155.951-inf)\'','\'(141.736-158.138]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.461737
'\'(-inf-1.1]\'',IBM,3/18/2011,'\'(155.958-inf)\'','\'(157.28-inf)\'','\'(136.336-152.078]\'','\'(154.574-inf)\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(155.951-inf)\'','\'(158.138-inf)\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',0.481108
'\'(-inf-1.1]\'',IBM,3/25/2011,'\'(155.958-inf)\'','\'(157.28-inf)\'','\'(152.078-inf)\'','\'(154.574-inf)\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(155.951-inf)\'','\'(158.138-inf)\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.462449
'\'(-inf-1.1]\'',INTC,1/7/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.871249
'\'(-inf-1.1]\'',INTC,1/14/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.85389
'\'(-inf-1.1]\'',INTC,1/21/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.864553
'\'(-inf-1.1]\'',INTC,1/28/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.83877
'\'(-inf-1.1]\'',INTC,2/4/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.830258
'\'(-inf-1.1]\'',INTC,2/11/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(2.290691-4.821204]\'','\'(67.2-100.8]\'',0.827206
'\'(-inf-1.1]\'',INTC,2/18/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(2.290691-4.821204]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.813008
'\'(-inf-1.1]\'',INTC,2/25/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.823422
'\'(-inf-1.1]\'',INTC,3/4/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.834879
'\'(-inf-1.1]\'',INTC,3/11/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.862482
'\'(-inf-1.1]\'',INTC,3/18/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(298462808.6-442834787.4]\'','\'(-5.300848--2.770335]\'','\'(16.335245-55.219454]\'','\'(154090829.8-298462808.6]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',0.903161
'\'(-inf-1.1]\'',INTC,3/25/2011,'\'(-inf-26.742]\'','\'(-inf-27.2]\'','\'(-inf-26.142]\'','\'(-inf-26.526]\'','\'(154090829.8-298462808.6]\'','\'(2.290691-4.821204]\'','\'(-inf--22.548965]\'','\'(298462808.6-442834787.4]\'','\'(-inf-26.679]\'','\'(-inf-26.922]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.883652
'\'(-inf-1.1]\'',JNJ,1/7/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.86262
'\'(-inf-1.1]\'',JNJ,1/14/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.863309
'\'(-inf-1.1]\'',JNJ,1/21/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-5.300848--2.770335]\'','\'(33.6-67.2]\'',0.861794
'\'(-inf-1.1]\'',JNJ,1/28/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(55.219454-94.103664]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.89985
'\'(-inf-1.1]\'',JNJ,2/4/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.887574
'\'(-inf-1.1]\'',JNJ,2/11/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.889621
'\'(-inf-1.1]\'',JNJ,2/18/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(43.324-59.726]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.883652
'\'(-inf-1.1]\'',JNJ,2/25/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.905433
'\'(-inf-1.1]\'',JNJ,3/4/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(43.324-59.726]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.933508
'\'(-inf-1.1]\'',JNJ,3/11/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(43.324-59.726]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.954934
'\'(-inf-1.1]\'',JNJ,3/18/2011,'\'(59.046-75.198]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.973194
'\'(-inf-1.1]\'',JNJ,3/25/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.966429
'\'(-inf-1.1]\'',JPM,1/7/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(2.290691-4.821204]\'','\'(67.2-100.8]\'',0.572869
'\'(-inf-1.1]\'',JPM,1/14/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-inf--22.548965]\'','\'(154090829.8-298462808.6]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.556669
'\'(-inf-1.1]\'',JPM,1/21/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-2.770335--0.239822]\'','\'(67.2-100.8]\'',0.551998
'\'(-inf-1.1]\'',JPM,1/28/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(154090829.8-298462808.6]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.561293
'\'(-inf-1.1]\'',JPM,2/4/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',0.560664
'\'(-inf-1.1]\'',JPM,2/11/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(154090829.8-298462808.6]\'','\'(2.290691-4.821204]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',0.536826
'\'(-inf-1.1]\'',JPM,2/18/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(-22.548965-16.335245]\'','\'(154090829.8-298462808.6]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.520833
'\'(-inf-1.1]\'',JPM,2/25/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.535561
'\'(-inf-1.1]\'',JPM,3/4/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.549209
'\'(-inf-1.1]\'',JPM,3/11/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.546568
'\'(-inf-1.1]\'',JPM,3/18/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(154090829.8-298462808.6]\'','\'(-0.239822-2.290691]\'','\'(55.219454-94.103664]\'','\'(-inf-154090829.8]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.546568
'\'(-inf-1.1]\'',JPM,3/25/2011,'\'(42.894-59.046]\'','\'(43.46-59.72]\'','\'(41.884-57.626]\'','\'(42.532-58.538]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(154090829.8-298462808.6]\'','\'(42.838-58.997]\'','\'(43.324-59.726]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.545137
'\'(-inf-1.1]\'',KRFT,1/7/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.929785
'\'(-inf-1.1]\'',KRFT,1/14/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(67.2-100.8]\'',0.925335
'\'(-inf-1.1]\'',KRFT,1/21/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(55.219454-94.103664]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.92504
'\'(-inf-1.1]\'',KRFT,1/28/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.949885
'\'(-inf-1.1]\'',KRFT,2/4/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.929785
'\'(-inf-1.1]\'',KRFT,2/11/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(55.219454-94.103664]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.945858
'\'(-inf-1.1]\'',KRFT,2/18/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(2.290691-4.821204]\'','\'(33.6-67.2]\'',0.938208
'\'(-inf-1.1]\'',KRFT,2/25/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(2.290691-4.821204]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.914538
'\'(-inf-1.1]\'',KRFT,3/4/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.918303
'\'(-inf-1.1]\'',KRFT,3/11/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.914827
'\'(-inf-1.1]\'',KRFT,3/18/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.935786
'\'(-inf-1.1]\'',KRFT,3/25/2011,'\'(26.742-42.894]\'','\'(27.2-43.46]\'','\'(26.142-41.884]\'','\'(26.526-42.532]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(26.679-42.838]\'','\'(26.922-43.324]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.927703
'\'(-inf-1.1]\'',KO,1/7/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-5.300848--2.770335]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.74698
'\'(-inf-1.1]\'',KO,1/14/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.744496
'\'(-inf-1.1]\'',KO,1/21/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-2.770335--0.239822]\'','\'(33.6-67.2]\'',0.748765
'\'(-inf-1.1]\'',KO,1/28/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.755506
'\'(-inf-1.1]\'',KO,2/4/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(33.6-67.2]\'',0.751279
'\'(-inf-1.1]\'',KO,2/11/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.739342
'\'(-inf-1.1]\'',KO,2/18/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.728118
'\'(-inf-1.1]\'',KO,2/25/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(-22.548965-16.335245]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-0.239822-2.290691]\'','\'(-inf-33.6]\'',0.730835
'\'(-inf-1.1]\'',KO,3/4/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-0.239822-2.290691]\'','\'(55.219454-94.103664]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.720748
'\'(-inf-1.1]\'',KO,3/11/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(-inf--22.548965]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(-2.770335--0.239822]\'','\'(-inf-33.6]\'',0.725197
'\'(-inf-1.1]\'',KO,3/18/2011,'\'(59.046-75.198]\'','\'(59.72-75.98]\'','\'(57.626-73.368]\'','\'(58.538-74.544]\'','\'(-inf-154090829.8]\'','\'(-2.770335--0.239822]\'','\'(16.335245-55.219454]\'','\'(-inf-154090829.8]\'','\'(58.997-75.156]\'','\'(59.726-76.128]\'','\'(2.290691-4.821204]\'','\'(67.2-100.8]\'',0.749601
