date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/17/2015,Quarter3,sweing,Saturday,'\'(9.8-10.9]\'','\'(0.581-0.654]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(45.5-54.2]\'',0.650199
1/17/2015,Quarter3,sweing,Saturday,'\'(2.1-3.2]\'','\'(0.581-0.654]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.600292
1/17/2015,Quarter3,sweing,Saturday,'\'(10.9-inf)\'','\'(0.581-0.654]\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.600273
1/17/2015,Quarter3,'finishing ',Saturday,'\'(5.4-6.5]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.465758
1/17/2015,Quarter3,sweing,Saturday,'\'(4.3-5.4]\'','\'(0.654-0.727]\'','\'(39.062-44.228]\'','\'(-inf-2318.5]\'','\'(10368-12960]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.452013
1/17/2015,Quarter3,'finishing ',Saturday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.313853
1/18/2015,Quarter3,'finishing ',Sunday,'\'(4.3-5.4]\'','\'(0.581-0.654]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.852794
1/18/2015,Quarter3,'finishing ',Sunday,'\'(10.9-inf)\'','\'(0.581-0.654]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.838384
1/18/2015,Quarter3,'finishing ',Sunday,'\'(5.4-6.5]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.804848
1/18/2015,Quarter3,sweing,Sunday,'\'(5.4-6.5]\'','\'(0.727-inf)\'','\'(8.066-13.232]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.800344
1/18/2015,Quarter3,sweing,Sunday,'\'(6.5-7.6]\'','\'(0.727-inf)\'','\'(44.228-49.394]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800129
1/18/2015,Quarter3,sweing,Sunday,'\'(7.6-8.7]\'','\'(0.727-inf)\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800129
1/18/2015,Quarter3,sweing,Sunday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800015
1/18/2015,Quarter3,sweing,Sunday,'\'(3.2-4.3]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.700542
1/18/2015,Quarter3,sweing,Sunday,'\'(9.8-10.9]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.700094
1/18/2015,Quarter3,'finishing ',Sunday,'\'(6.5-7.6]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.692045
1/18/2015,Quarter3,sweing,Sunday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.662256
1/18/2015,Quarter3,sweing,Sunday,'\'(2.1-3.2]\'','\'(0.581-0.654]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.650417
1/18/2015,Quarter3,sweing,Sunday,'\'(10.9-inf)\'','\'(0.581-0.654]\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.6503
1/18/2015,Quarter3,sweing,Sunday,'\'(-inf-2.1]\'','\'(0.581-0.654]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.650243
1/18/2015,Quarter3,'finishing ',Sunday,'\'(7.6-8.7]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.639867
1/18/2015,Quarter3,sweing,Sunday,'\'(4.3-5.4]\'','\'(0.581-0.654]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(10368-12960]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.600063
1/18/2015,Quarter3,'finishing ',Sunday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.582045
1/18/2015,Quarter3,sweing,Sunday,'\'(-inf-2.1]\'','\'(0.727-inf)\'','\'(44.228-49.394]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.403242
1/18/2015,Quarter3,'finishing ',Sunday,'\'(9.8-10.9]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.235795
1/19/2015,Quarter3,'finishing ',Monday,'\'(3.2-4.3]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(19.4-28.1]\'',0.977273
1/19/2015,Quarter3,'finishing ',Monday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.964106
1/19/2015,Quarter3,'finishing ',Monday,'\'(4.3-5.4]\'','\'(0.581-0.654]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.958902
1/19/2015,Quarter3,sweing,Monday,'\'(5.4-6.5]\'','\'(0.727-inf)\'','\'(8.066-13.232]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.800359
1/19/2015,Quarter3,sweing,Monday,'\'(7.6-8.7]\'','\'(0.727-inf)\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800163
1/19/2015,Quarter3,sweing,Monday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(10368-12960]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800117
1/19/2015,Quarter3,'finishing ',Monday,'\'(10.9-inf)\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.793845
1/19/2015,Quarter3,sweing,Monday,'\'(-inf-2.1]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750518
1/19/2015,Quarter3,sweing,Monday,'\'(3.2-4.3]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750068
1/19/2015,Quarter3,sweing,Monday,'\'(2.1-3.2]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750063
1/19/2015,Quarter3,sweing,Monday,'\'(9.8-10.9]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750057
1/19/2015,Quarter3,sweing,Monday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.70017
1/19/2015,Quarter3,'finishing ',Monday,'\'(7.6-8.7]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.683807
1/19/2015,Quarter3,sweing,Monday,'\'(4.3-5.4]\'','\'(0.581-0.654]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.650066
1/19/2015,Quarter3,sweing,Monday,'\'(6.5-7.6]\'','\'(0.727-inf)\'','\'(44.228-49.394]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.57646
1/19/2015,Quarter3,sweing,Monday,'\'(-inf-2.1]\'','\'(0.435-0.508]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.549969
1/19/2015,Quarter3,'finishing ',Monday,'\'(9.8-10.9]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.5384
1/19/2015,Quarter3,'finishing ',Monday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.409545
1/19/2015,Quarter3,sweing,Monday,'\'(10.9-inf)\'','\'(0.289-0.362]\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.350218
1/20/2015,Quarter3,'finishing ',Tuesday,'\'(4.3-5.4]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',1.03357
1/20/2015,Quarter3,sweing,Tuesday,'\'(5.4-6.5]\'','\'(0.727-inf)\'','\'(8.066-13.232]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.800261
1/20/2015,Quarter3,sweing,Tuesday,'\'(7.6-8.7]\'','\'(0.727-inf)\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800129
1/20/2015,Quarter3,sweing,Tuesday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(10368-12960]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800117
1/20/2015,Quarter3,sweing,Tuesday,'\'(3.2-4.3]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750068
1/20/2015,Quarter3,sweing,Tuesday,'\'(9.8-10.9]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750057
1/20/2015,Quarter3,sweing,Tuesday,'\'(2.1-3.2]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750038
1/20/2015,Quarter3,sweing,Tuesday,'\'(-inf-2.1]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750032
1/20/2015,Quarter3,'finishing ',Tuesday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.728303
1/20/2015,Quarter3,sweing,Tuesday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.70017
1/20/2015,Quarter3,sweing,Tuesday,'\'(4.3-5.4]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.700064
1/20/2015,Quarter3,'finishing ',Tuesday,'\'(7.6-8.7]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.639867
1/20/2015,Quarter3,sweing,Tuesday,'\'(10.9-inf)\'','\'(0.435-0.508]\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.50029
1/20/2015,Quarter3,sweing,Tuesday,'\'(6.5-7.6]\'','\'(0.289-0.362]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.400333
1/20/2015,Quarter3,'finishing ',Tuesday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.362667
1/21/2015,Quarter3,'finishing ',Wednesday,'\'(3.2-4.3]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(19.4-28.1]\'',0.978526
1/21/2015,Quarter3,'finishing ',Wednesday,'\'(-inf-2.1]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.912202
1/21/2015,Quarter3,sweing,Wednesday,'\'(3.2-4.3]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.900556
1/21/2015,Quarter3,sweing,Wednesday,'\'(5.4-6.5]\'','\'(0.727-inf)\'','\'(8.066-13.232]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(80.3-inf)\'',0.850411
1/21/2015,Quarter3,'finishing ',Wednesday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.827147
1/21/2015,Quarter3,sweing,Wednesday,'\'(7.6-8.7]\'','\'(0.727-inf)\'','\'(23.564-28.73]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800437
1/21/2015,Quarter3,sweing,Wednesday,'\'(-inf-2.1]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(10368-12960]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800416
1/21/2015,Quarter3,sweing,Wednesday,'\'(9.8-10.9]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800021
1/21/2015,Quarter3,'finishing ',Wednesday,'\'(4.3-5.4]\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.758173
1/21/2015,Quarter3,sweing,Wednesday,'\'(4.3-5.4]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(10368-12960]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750345
1/21/2015,Quarter3,sweing,Wednesday,'\'(2.1-3.2]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750068
1/21/2015,Quarter3,sweing,Wednesday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.70017
1/21/2015,Quarter3,sweing,Wednesday,'\'(-inf-2.1]\'','\'(0.581-0.654]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.70003
1/21/2015,Quarter3,sweing,Wednesday,'\'(10.9-inf)\'','\'(0.581-0.654]\'','\'(13.232-18.398]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.600173
1/21/2015,Quarter3,'finishing ',Wednesday,'\'(7.6-8.7]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.594872
1/21/2015,Quarter3,sweing,Wednesday,'\'(8.7-9.8]\'','\'(0.727-inf)\'','\'(49.394-inf)\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.520238
1/21/2015,Quarter3,'finishing ',Wednesday,'\'(-inf-2.1]\'','\'(0.581-0.654]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(-inf-2592]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.505128
1/21/2015,Quarter3,sweing,Wednesday,'\'(6.5-7.6]\'','\'(0.435-0.508]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.500241
1/21/2015,Quarter3,'finishing ',Wednesday,'\'(10.9-inf)\'','\'(0.654-0.727]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(2592-5184]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.470769
1/22/2015,Quarter4,'finishing ',Thursday,'\'(6.5-7.6]\'','\'(0.581-0.654]\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(-inf-10.7]\'',0.957639
1/22/2015,Quarter4,'finishing ',Thursday,'\'(9.8-10.9]\'','\'(0.727-inf)\'','\'(-inf-8.066]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(10.7-19.4]\'',0.940701
1/22/2015,Quarter4,sweing,Thursday,'\'(3.2-4.3]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.849984
1/22/2015,Quarter4,sweing,Thursday,'\'(-inf-2.1]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(10368-12960]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800303
1/22/2015,Quarter4,sweing,Thursday,'\'(5.4-6.5]\'','\'(0.727-inf)\'','\'(8.066-13.232]\'','\'(-inf-2318.5]\'','\'(5184-7776]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(28.1-36.8]\'',0.800192
1/22/2015,Quarter4,sweing,Thursday,'\'(9.8-10.9]\'','\'(0.727-inf)\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(7776-10368]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.800021
1/22/2015,Quarter4,sweing,Thursday,'\'(-inf-2.1]\'','\'(0.654-0.727]\'','\'(18.398-23.564]\'','\'(-inf-2318.5]\'','\'(10368-12960]\'','\'(-inf-360]\'','\'(-inf-30]\'','\'(-inf-4.5]\'','\'(-inf-0.2]\'','\'(54.2-62.9]\'',0.750162
